http://yahoo.com	text/html; charset=UTF-8	https://www.yahoo.com/
http://yahoo.com	text/css	https://s.yimg.com/os/fp/atomic-css.e05925fb.css
http://yahoo.com	text/css	https://s.yimg.com/zz/combo?/os/stencil/3.1.0/styles-ltr.css&/os/yc/css/bundle.c60a6d54.css
http://yahoo.com	text/css	https://s.yimg.com/os/fp/atomic-css.e05925fb.css
http://yahoo.com	text/css	https://s.yimg.com/zz/combo?/os/stencil/3.1.0/styles-ltr.css&/os/yc/css/bundle.c60a6d54.css
http://yahoo.com	application/x-javascript; charset=utf-8	https://s.yimg.com/rq/darla/2-9-9/js/g-r-min.js
http://yahoo.com	text/css	https://s.yimg.com/zz/combo?/nn/lib/metro/g/myy/advance_base_rc4_0.0.45.css&/nn/lib/metro/g/myy/font_rc4_0.0.48.css&/nn/lib/metro/g/myy/yahoo20_grid_0.0.118.css&/nn/lib/metro/g/myy/video_styles_0.0.23.css&/nn/lib/metro/g/myy/advance_color_0.0.7.css&/nn/lib/metro/g/theme/viewer_modal_center_0.0.14.css&/nn/lib/metro/g/theme/yglyphs-legacy_0.0.5.css&/nn/lib/metro/g/sda/fp_sda_0.0.5.css&/nn/lib/metro/g/sda/sda_advance_0.0.8.css&/nn/lib/metro/g/fpfooter/advance_0.0.4.css
http://yahoo.com	application/javascript	https://s.yimg.com/zz/combo?&&/os/mit/td/td-applet-stream-atomic-2.0.564/r-min.js&/os/mit/td/td-applet-mega-header-1.0.324/r-min.js&/os/mit/td/td-applet-viewer-0.1.2312/r-min.js&/os/mit/td/td-applet-navlinks-atomic-0.0.88/r-min.js&/os/mit/td/td-applet-fp-utils-0.1.272/r-min.js&/os/mit/td/td-applet-breakingnews-atomic-0.0.32/r-min.js
http://yahoo.com	application/javascript; charset=utf-8	https://s.yimg.com/zz/combo?yui:/3.18.0/yui/yui-min.js&/ss/rapid-3.29.1.js&/os/mit/td/aperollup-min-535b5924_desktop_advance.js
http://yahoo.com	text/html; charset=UTF-8	https://www.yahoo.com/
http://yahoo.com	text/css	https://s.yimg.com/zz/combo?/nn/lib/metro/g/myy/advance_base_rc4_0.0.45.css&/nn/lib/metro/g/myy/font_rc4_0.0.48.css&/nn/lib/metro/g/myy/yahoo20_grid_0.0.118.css&/nn/lib/metro/g/myy/video_styles_0.0.23.css&/nn/lib/metro/g/myy/advance_color_0.0.7.css&/nn/lib/metro/g/theme/viewer_modal_center_0.0.14.css&/nn/lib/metro/g/theme/yglyphs-legacy_0.0.5.css&/nn/lib/metro/g/sda/fp_sda_0.0.5.css&/nn/lib/metro/g/sda/sda_advance_0.0.8.css&/nn/lib/metro/g/fpfooter/advance_0.0.4.css
http://yahoo.com	application/javascript	https://s.yimg.com/zz/combo?/os/yaft/yaft-0.3.11.min.js&/os/yaft/yaft-plugin-aftnoad-0.1.5.min.js&os/yaft/yaft-plugin-perfmarks-0.1.5.min.js
http://yahoo.com	application/javascript	https://s.yimg.com/zz/combo?/os/yaft/yaft-0.3.11.min.js&/os/yaft/yaft-plugin-aftnoad-0.1.5.min.js&os/yaft/yaft-plugin-perfmarks-0.1.5.min.js
http://yahoo.com	image/jpeg	https://s.yimg.com/uu/api/res/1.2/nTNThRdFgeY6E.RCad.nXA--/Zmk9c3RyaW07aD0yNzQ7cHlvZmY9MDtxPTk1O3c9NzAyO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://l.yimg.com/nn/fp/rsz/111516/images/smush/michelle_obama_ipad_1479220389.jpg.cf.jpg
http://yahoo.com	application/javascript	https://s.yimg.com/zz/combo?&&/os/mit/td/td-applet-stream-atomic-2.0.564/r-min.js&/os/mit/td/td-applet-mega-header-1.0.324/r-min.js&/os/mit/td/td-applet-viewer-0.1.2312/r-min.js&/os/mit/td/td-applet-navlinks-atomic-0.0.88/r-min.js&/os/mit/td/td-applet-fp-utils-0.1.272/r-min.js&/os/mit/td/td-applet-breakingnews-atomic-0.0.32/r-min.js
http://yahoo.com	application/javascript; charset=utf-8	https://s.yimg.com/zz/combo?yui:/3.18.0/yui/yui-min.js&/ss/rapid-3.29.1.js&/os/mit/td/aperollup-min-535b5924_desktop_advance.js
http://yahoo.com	image/jpeg	https://s.yimg.com/uu/api/res/1.2/80shS5psaPKs10v46WcvWA--/Zmk9c3RyaW07aD0xNjA7cHlvZmY9MDtxPTgwO3c9MzQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://l.yimg.com/nn/fp/rsz/111516/images/smush/tp1_ipad_1479241933.jpg.cf.jpg
http://yahoo.com	image/jpeg	https://s.yimg.com/uu/api/res/1.2/80shS5psaPKs10v46WcvWA--/Zmk9c3RyaW07aD0xNjA7cHlvZmY9MDtxPTgwO3c9MzQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://l.yimg.com/nn/fp/rsz/111516/images/smush/tp1_ipad_1479241933.jpg.cf.jpg
http://yahoo.com	image/jpeg	https://s.yimg.com/uu/api/res/1.2/g0oftB2LbBT5FjpT2B11fg--/Zmk9c3RyaW07aD0xNjA7cHlvZmY9MDtxPTgwO3c9MzQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://l.yimg.com/nn/fp/rsz/111516/images/smush/Tracee_ipad_1479237106.jpg.cf.jpg
http://yahoo.com	image/jpeg	https://s.yimg.com/uu/api/res/1.2/g0oftB2LbBT5FjpT2B11fg--/Zmk9c3RyaW07aD0xNjA7cHlvZmY9MDtxPTgwO3c9MzQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://l.yimg.com/nn/fp/rsz/111516/images/smush/Tracee_ipad_1479237106.jpg.cf.jpg
http://yahoo.com	image/jpeg	https://s.yimg.com/uu/api/res/1.2/Nx8sEoi4J30VT2YVm4bd9g--/Zmk9c3RyaW07aD0xNjA7cHlvZmY9MDtxPTgwO3c9MzQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://l.yimg.com/nn/fp/rsz/111516/images/smush/carrie-fisher-ipad_ipad_1479242415.jpg.cf.jpg
http://yahoo.com	image/jpeg	https://s.yimg.com/uu/api/res/1.2/Nx8sEoi4J30VT2YVm4bd9g--/Zmk9c3RyaW07aD0xNjA7cHlvZmY9MDtxPTgwO3c9MzQwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://l.yimg.com/nn/fp/rsz/111516/images/smush/carrie-fisher-ipad_ipad_1479242415.jpg.cf.jpg
